

Generation: 0

| chromosome                                                                                                                                                                                                                                            | train   | val   |     fitness |   id | parents      |
| chromosome                                                                                                                                                                                                                                            |   id | parents    |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 6.171403210601834e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  118 | (107, 88)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  110 | (84, 101)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  122 | (114, 118) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.533800015861231e-13, 3.277858380149875e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  124 | (115, 118) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.0015328954623363e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  129 | (114, 88)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.683378224616239e-13, 3.1725227898367234e-11, 6.171403210601834e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  128 | (118, 88)  | 6.75239e+10 | 1.15096e+11 | 9.13101e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.6496950450299713e-15, 1.0062078249831882e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  125 | (116, 88)  | 6.298e+10   | 1.21443e+11 | 9.22115e+10 |
| [0.0, -7.767134360074076e-13, -2.533800015861231e-13, 3.277858380149875e-11, 5.401516380721209e-11, -1.5088678379552059e-15, 1.0082796140032728e-15, 2.919419433326853e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  123 | (115, 110) | 8.37634e+10 | 1.138e+11   | 9.87817e+10 |
| [0.0, -7.864188885484865e-13, -2.533800015861231e-13, 3.24687330881964e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.931142304943961e-08, 9.82789572938636e-10]     |  127 | (110, 116) | 3.08112e+10 | 1.71606e+11 | 1.01208e+11 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0062078249831882e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.8969533529783497e-08, 9.82789572938636e-10] |  126 | (116, 110) | 2.7745e+10  | 3.217e+11   | 1.74722e+11 |

Generation: 16

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.834028189077011e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  132 | (122, 128) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  110 | (84, 101)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  135 | (124, 129) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.6104020234302375e-13, 3.17008616183403e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |  131 | (118, 122) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.683378224616239e-13, 3.183805995050632e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |  137 | (122, 128) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.533800015861231e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  133 | (118, 110) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.864188885484865e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  136 | (118, 110) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.2437837158473186e-11, 6.171403210601834e-11, -1.5760731499318894e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  118 | (107, 88)  | 4.68058e+10 | 1.33029e+11 | 8.99172e+10 |
| [0.0, -7.911873120379167e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.0015328954623363e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 3.0450847829302147e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  134 | (128, 129) | 2.8032e+10  | 1.9584e+11  | 1.11936e+11 |
| [0.0, -7.841386784046575e-13, -2.533800015861231e-13, 3.1684698419300914e-11, 6.171403210601834e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.048589598449618e-09]  |  130 | (110, 128) | 1.40659e+12 | 4.16387e+12 | 2.78523e+12 |

Generation: 17

| chromosome                                                                                                                                                                                                                                           |   id | parents    |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.834028189077011e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  132 | (122, 128) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  110 | (84, 101)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  139 | (135, 110) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.17008616183403e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  143 | (133, 131) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.533800015861231e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  140 | (135, 133) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  145 | (110, 133) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.841386784046575e-13, -2.6104020234302375e-13, 3.183805995050632e-11, 5.401516380721209e-11, -1.5943481198411957e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  138 | (137, 131) | 5.04499e+10 | 1.29775e+11 | 9.01126e+10 |
| [0.0, -7.834028189077011e-13, -2.533800015861231e-13, 3.138304249857637e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  142 | (133, 132) | 6.75239e+10 | 1.15096e+11 | 9.13101e+10 |
| [0.0, -7.841386784046575e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.002903001785635e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  141 | (133, 132) | 3.20261e+10 | 1.53505e+11 | 9.27654e+10 |
| [0.0, -7.903137399912136e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -1.9709284721453907e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  144 | (132, 132) | 9.17708e+10 | 6.62342e+11 | 3.77057e+11 |

Generation: 18

| chromosome                                                                                                                                                                                                                                            |   id | parents    |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.834028189077011e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  132 | (122, 128) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.017951230258004e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |  151 | (143, 139) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  110 | (84, 101)  | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  148 | (110, 143) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.17008616183403e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |  149 | (143, 110) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.17008616183403e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |  152 | (143, 139) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  146 | (132, 143) | 3.20261e+10 | 1.53505e+11 | 9.27654e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0334321830283267e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  150 | (110, 139) | 9.87297e+10 | 1.08143e+11 | 1.03436e+11 |
| [0.0, -7.832274272479889e-13, -2.43671531651004e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.8517726381438398e-08, 9.82789572938636e-10]   |  147 | (145, 139) | 9.28547e+10 | 6.52638e+11 | 3.72746e+11 |
| [0.0, -7.841386784046575e-13, -2.533800015861231e-13, 3.2437837158473186e-11, 5.401516380721209e-11, -1.5995657673320224e-15, 1.0130953125936296e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.0726182908050976e-09] |  153 | (139, 140) | 3.03287e+12 | 7.89334e+12 | 5.4631e+12  |

Generation: 19

| chromosome                                                                                                                                                                                                                                           |   id | parents    |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.834028189077011e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  132 | (122, 128) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.017951230258004e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  158 | (110, 151) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.017951230258004e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  161 | (149, 151) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  160 | (148, 110) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.197633798418617e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  157 | (152, 148) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.17008616183403e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  156 | (149, 149) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5946217633972277e-15, 1.017951230258004e-15, 2.992238523262888e-05, -2.0189911007178752e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  151 | (143, 139) | 4.67832e+10 | 1.34538e+11 | 9.06604e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0285347862866647e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  159 | (110, 149) | 7.57107e+10 | 1.11245e+11 | 9.34778e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.17008616183403e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 3.081753796965781e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  154 | (110, 149) | 2.75263e+10 | 2.61575e+11 | 1.44551e+11 |
| [0.0, -7.773346195685176e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.326721674704705e-10] |  155 | (148, 148) | 1.5307e+12  | 1.77686e+12 | 1.65378e+12 |

Generation: 20

| chromosome                                                                                                                                                                                                                                            |   id | parents    |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.834028189077011e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  132 | (122, 128) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.17008616183403e-11, 5.857109896124908e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |  164 | (156, 156) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0176058951858362e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  158 | (110, 151) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  162 | (157, 161) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.017951230258004e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |  167 | (161, 161) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.834028189077011e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  165 | (132, 157) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.6104020234302375e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.618593627397073e-10] |  169 | (132, 160) | 3.88605e+11 | 2.95665e+11 | 3.42135e+11 |
| [0.0, -7.832274272479889e-13, -2.553421203629318e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5493996681589209e-15, 1.0160814867681996e-15, 2.9838580952913774e-05, -2.0745277605490354e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  163 | (158, 161) | 4.52478e+11 | 3.97446e+11 | 4.24962e+11 |
| [0.0, -7.886435772173565e-13, -2.533800015861231e-13, 3.084545198733027e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.0066093845170133e-09]  |  168 | (158, 132) | 1.27874e+11 | 8.00113e+11 | 4.63994e+11 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.017951230258004e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.066828908047874e-09]    |  166 | (161, 160) | 2.67228e+12 | 7.05989e+12 | 4.86608e+12 |

Generation: 21

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.834028189077011e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  174 | (162, 132) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.867727923454238e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  171 | (162, 165) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.17008616183403e-11, 5.857109896124908e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]      |  164 | (156, 156) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0099445600744515e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]     |  176 | (164, 158) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  177 | (165, 164) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5445100932036603e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]    |  172 | (167, 132) | 4.10888e+10 | 1.39234e+11 | 9.01615e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.6179478720325019e-15, 1.017951230258004e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]      |  173 | (162, 167) | 5.5518e+10  | 1.25943e+11 | 9.07305e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.17008616183403e-11, 5.857109896124908e-11, -1.6315167668918797e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]      |  170 | (164, 167) | 5.86169e+10 | 1.23928e+11 | 9.12722e+10 |
| [0.0, -7.797228137343983e-13, -2.5581198930664575e-13, 3.1725227898367234e-11, 5.857109896124908e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -2.0096456379954525e-08, 9.82789572938636e-10] |  175 | (132, 164) | 2.66236e+11 | 2.04626e+11 | 2.35431e+11 |
| [0.0, -7.834028189077011e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0108513772975943e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -2.0243622394544308e-08, 9.82789572938636e-10]   |  132 | (122, 128) | 2.82002e+11 | 2.34183e+11 | 2.58093e+11 |

Generation: 22

| chromosome                                                                                                                                                                                                                                            |   id | parents    |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  174 | (162, 132) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.867727923454238e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  171 | (162, 165) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0069560653482902e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  178 | (171, 177) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  180 | (164, 172) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.838413988162017e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0099445600744515e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  182 | (177, 176) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
