('W', '0', '0', 'D', '0', 'NONE')
('S', '2', '0', 'R', '75', 'UP')
('S', '2', '0', 'R', '75', 'STAY')
('S', '2', '0', 'R', '75', 'GATHER')
('S', '2', '0', 'R', '100', 'UP')
('S', '2', '0', 'R', '100', 'STAY')
('S', '2', '0', 'R', '100', 'GATHER')
('S', '2', '1', 'D', '0', 'NONE')
('S', '2', '1', 'D', '25', 'UP')
('S', '2', '1', 'D', '25', 'STAY')
('S', '2', '1', 'D', '25', 'GATHER')
('S', '2', '1', 'D', '50', 'UP')
('S', '2', '1', 'D', '50', 'STAY')
('S', '2', '1', 'D', '50', 'GATHER')
('S', '2', '1', 'D', '75', 'UP')
('S', '2', '1', 'D', '75', 'STAY')
('S', '2', '1', 'D', '75', 'GATHER')
('S', '2', '1', 'D', '100', 'UP')
('S', '2', '1', 'D', '100', 'STAY')
('S', '2', '1', 'D', '100', 'GATHER')
('S', '2', '1', 'R', '0', 'NONE')
('S', '2', '1', 'R', '25', 'UP')
('S', '2', '1', 'R', '25', 'STAY')
('S', '2', '1', 'R', '25', 'GATHER')
('S', '2', '1', 'R', '50', 'UP')
('S', '2', '1', 'R', '50', 'STAY')
('S', '2', '1', 'R', '50', 'GATHER')
('S', '2', '1', 'R', '75', 'UP')
('S', '2', '1', 'R', '75', 'STAY')
('S', '2', '1', 'R', '75', 'GATHER')
('S', '2', '1', 'R', '100', 'UP')
('S', '2', '1', 'R', '100', 'STAY')
('S', '2', '1', 'R', '100', 'GATHER')
('S', '2', '2', 'D', '0', 'NONE')
('S', '2', '2', 'D', '25', 'UP')
('S', '2', '2', 'D', '25', 'STAY')
('S', '2', '2', 'D', '25', 'GATHER')
('S', '2', '2', 'D', '50', 'UP')
('S', '2', '2', 'D', '50', 'STAY')
('S', '2', '2', 'D', '50', 'GATHER')
('S', '2', '2', 'D', '75', 'UP')
('S', '2', '2', 'D', '75', 'STAY')
('S', '2', '2', 'D', '75', 'GATHER')
('S', '2', '2', 'D', '100', 'UP')
('S', '2', '2', 'D', '100', 'STAY')
('S', '2', '2', 'D', '100', 'GATHER')
('S', '2', '2', 'R', '0', 'NONE')
('S', '2', '2', 'R', '25', 'UP')
('S', '2', '2', 'R', '25', 'STAY')
('S', '2', '2', 'R', '25', 'GATHER')
('S', '2', '2', 'R', '50', 'UP')
('S', '2', '2', 'R', '50', 'STAY')
('S', '2', '2', 'R', '50', 'GATHER')
('S', '2', '2', 'R', '75', 'UP')
('S', '2', '2', 'R', '75', 'STAY')
('S', '2', '2', 'R', '75', 'GATHER')
('S', '2', '2', 'R', '100', 'UP')
('S', '2', '2', 'R', '100', 'STAY')
('S', '2', '2', 'R', '100', 'GATHER')
('S', '2', '3', 'D', '0', 'NONE')
('S', '2', '3', 'D', '25', 'UP')
('S', '2', '3', 'D', '25', 'STAY')
('S', '2', '3', 'D', '25', 'GATHER')
('S', '2', '3', 'D', '50', 'UP')
('S', '2', '3', 'D', '50', 'STAY')
('S', '2', '3', 'D', '50', 'GATHER')
('S', '2', '3', 'D', '75', 'UP')
('S', '2', '3', 'D', '75', 'STAY')
('S', '2', '3', 'D', '75', 'GATHER')
('S', '2', '3', 'D', '100', 'UP')
('S', '2', '3', 'D', '100', 'STAY')
('S', '2', '3', 'D', '100', 'GATHER')
('S', '2', '3', 'R', '0', 'NONE')
('S', '2', '3', 'R', '25', 'UP')
('S', '2', '3', 'R', '25', 'STAY')
('S', '2', '3', 'R', '25', 'GATHER')
('S', '2', '3', 'R', '50', 'UP')
('S', '2', '3', 'R', '50', 'STAY')
('S', '2', '3', 'R', '50', 'GATHER')
('S', '2', '3', 'R', '75', 'UP')
('S', '2', '3', 'R', '75', 'STAY')
('S', '2', '3', 'R', '75', 'GATHER')
('S', '2', '3', 'R', '100', 'UP')
('S', '2', '3', 'R', '100', 'STAY')
('S', '2', '3', 'R', '100', 'GATHER')
('C', '0', '0', 'D', '0', 'NONE')
('C', '0', '0', 'D', '25', 'UP')
('C', '0', '0', 'D', '25', 'LEFT')
('C', '0', '0', 'D', '25', 'DOWN')
('C', '0', '0', 'D', '25', 'RIGHT')
('C', '0', '0', 'D', '25', 'STAY')
('C', '0', '0', 'D', '25', 'HIT')
('C', '0', '0', 'D', '50', 'UP')
('C', '0', '0', 'D', '50', 'LEFT')
('C', '0', '0', 'D', '50', 'DOWN')
('C', '0', '0', 'D', '50', 'RIGHT')
('C', '0', '0', 'D', '50', 'STAY')
('C', '0', '0', 'D', '50', 'HIT')
('C', '0', '0', 'D', '75', 'UP')
('C', '0', '0', 'D', '75', 'LEFT')
('C', '0', '0', 'D', '75', 'DOWN')
('C', '0', '0', 'D', '75', 'RIGHT')
('C', '0', '0', 'D', '75', 'STAY')
('C', '0', '0', 'D', '75', 'HIT')
('C', '0', '0', 'D', '100', 'UP')
('C', '0', '0', 'D', '100', 'LEFT')
('C', '0', '0', 'D', '100', 'DOWN')
('C', '0', '0', 'D', '100', 'RIGHT')
('C', '0', '0', 'D', '100', 'STAY')
('C', '0', '0', 'D', '100', 'HIT')
('C', '0', '0', 'R', '0', 'NONE')
('C', '0', '0', 'R', '25', 'UP')
('C', '0', '0', 'R', '25', 'LEFT')
('C', '0', '0', 'R', '25', 'DOWN')
('C', '0', '0', 'R', '25', 'RIGHT')
('C', '0', '0', 'R', '25', 'STAY')
('C', '0', '0', 'R', '25', 'HIT')
('C', '0', '0', 'R', '50', 'UP')
('C', '0', '0', 'R', '50', 'LEFT')
('C', '0', '0', 'R', '50', 'DOWN')
('C', '0', '0', 'R', '50', 'RIGHT')
('C', '0', '0', 'R', '50', 'STAY')
('C', '0', '0', 'R', '50', 'HIT')
('C', '0', '0', 'R', '75', 'UP')
('C', '0', '0', 'R', '75', 'LEFT')
('C', '0', '0', 'R', '75', 'DOWN')
('C', '0', '0', 'R', '75', 'RIGHT')
('C', '0', '0', 'R', '75', 'STAY')
('C', '0', '0', 'R', '75', 'HIT')
('C', '0', '0', 'R', '100', 'UP')
('C', '0', '0', 'R', '100', 'LEFT')
('C', '0', '0', 'R', '100', 'DOWN')
('C', '0', '0', 'R', '100', 'RIGHT')
('C', '0', '0', 'R', '100', 'STAY')
('C', '0', '0', 'R', '100', 'HIT')
('C', '0', '1', 'D', '0', 'NONE')
('C', '0', '1', 'D', '25', 'UP')
('C', '0', '1', 'D', '25', 'LEFT')
('C', '0', '1', 'D', '25', 'DOWN')
('C', '0', '1', 'D', '25', 'RIGHT')
('C', '0', '1', 'D', '25', 'STAY')
('C', '0', '1', 'D', '25', 'SHOOT')
('C', '0', '1', 'D', '25', 'HIT')
('C', '0', '1', 'D', '50', 'UP')
('C', '0', '1', 'D', '50', 'LEFT')
('C', '0', '1', 'D', '50', 'DOWN')
('C', '0', '1', 'D', '50', 'RIGHT')
('C', '0', '1', 'D', '50', 'STAY')
('C', '0', '1', 'D', '50', 'SHOOT')
('C', '0', '1', 'D', '50', 'HIT')
('C', '0', '1', 'D', '75', 'UP')
('C', '0', '1', 'D', '75', 'LEFT')
('C', '0', '1', 'D', '75', 'DOWN')
('C', '0', '1', 'D', '75', 'RIGHT')
('C', '0', '1', 'D', '75', 'STAY')
('C', '0', '1', 'D', '75', 'SHOOT')
('C', '0', '1', 'D', '75', 'HIT')
('C', '0', '1', 'D', '100', 'UP')
('C', '0', '1', 'D', '100', 'LEFT')
('C', '0', '1', 'D', '100', 'DOWN')
('C', '0', '1', 'D', '100', 'RIGHT')
('C', '0', '1', 'D', '100', 'STAY')
('C', '0', '1', 'D', '100', 'SHOOT')
('C', '0', '1', 'D', '100', 'HIT')
('C', '0', '1', 'R', '0', 'NONE')
('C', '0', '1', 'R', '25', 'UP')
('C', '0', '1', 'R', '25', 'LEFT')
('C', '0', '1', 'R', '25', 'DOWN')
('C', '0', '1', 'R', '25', 'RIGHT')
('C', '0', '1', 'R', '25', 'STAY')
('C', '0', '1', 'R', '25', 'SHOOT')
('C', '0', '1', 'R', '25', 'HIT')
('C', '0', '1', 'R', '50', 'UP')
('C', '0', '1', 'R', '50', 'LEFT')
('C', '0', '1', 'R', '50', 'DOWN')
('C', '0', '1', 'R', '50', 'RIGHT')
('C', '0', '1', 'R', '50', 'STAY')
('C', '0', '1', 'R', '50', 'SHOOT')
('C', '0', '1', 'R', '50', 'HIT')
('C', '0', '1', 'R', '75', 'UP')
('C', '0', '1', 'R', '75', 'LEFT')
('C', '0', '1', 'R', '75', 'DOWN')
('C', '0', '1', 'R', '75', 'RIGHT')
('C', '0', '1', 'R', '75', 'STAY')
('C', '0', '1', 'R', '75', 'SHOOT')
('C', '0', '1', 'R', '75', 'HIT')
('C', '0', '1', 'R', '100', 'UP')
('C', '0', '1', 'R', '100', 'LEFT')
('C', '0', '1', 'R', '100', 'DOWN')
('C', '0', '1', 'R', '100', 'RIGHT')
('C', '0', '1', 'R', '100', 'STAY')
('C', '0', '1', 'R', '100', 'SHOOT')
('C', '0', '1', 'R', '100', 'HIT')
('C', '0', '2', 'D', '0', 'NONE')
('C', '0', '2', 'D', '25', 'UP')
('C', '0', '2', 'D', '25', 'LEFT')
('C', '0', '2', 'D', '25', 'DOWN')
('C', '0', '2', 'D', '25', 'RIGHT')
('C', '0', '2', 'D', '25', 'STAY')
('C', '0', '2', 'D', '25', 'SHOOT')
('C', '0', '2', 'D', '25', 'HIT')
('C', '0', '2', 'D', '50', 'UP')
('C', '0', '2', 'D', '50', 'LEFT')
('C', '0', '2', 'D', '50', 'DOWN')
('C', '0', '2', 'D', '50', 'RIGHT')
('C', '0', '2', 'D', '50', 'STAY')
('C', '0', '2', 'D', '50', 'SHOOT')
('C', '0', '2', 'D', '50', 'HIT')
('C', '0', '2', 'D', '75', 'UP')
('C', '0', '2', 'D', '75', 'LEFT')
('C', '0', '2', 'D', '75', 'DOWN')
('C', '0', '2', 'D', '75', 'RIGHT')
('C', '0', '2', 'D', '75', 'STAY')
('C', '0', '2', 'D', '75', 'SHOOT')
('C', '0', '2', 'D', '75', 'HIT')
('C', '0', '2', 'D', '100', 'UP')
('C', '0', '2', 'D', '100', 'LEFT')
('C', '0', '2', 'D', '100', 'DOWN')
('C', '0', '2', 'D', '100', 'RIGHT')
('C', '0', '2', 'D', '100', 'STAY')
('C', '0', '2', 'D', '100', 'SHOOT')
('C', '0', '2', 'D', '100', 'HIT')
('C', '0', '2', 'R', '0', 'NONE')
('C', '0', '2', 'R', '25', 'UP')
('C', '0', '2', 'R', '25', 'LEFT')
('C', '0', '2', 'R', '25', 'DOWN')
('C', '0', '2', 'R', '25', 'RIGHT')
('C', '0', '2', 'R', '25', 'STAY')
('C', '0', '2', 'R', '25', 'SHOOT')
('C', '0', '2', 'R', '25', 'HIT')
('C', '0', '2', 'R', '50', 'UP')
('C', '0', '2', 'R', '50', 'LEFT')
('C', '0', '2', 'R', '50', 'DOWN')
('C', '0', '2', 'R', '50', 'RIGHT')
('C', '0', '2', 'R', '50', 'STAY')
('C', '0', '2', 'R', '50', 'SHOOT')
('C', '0', '2', 'R', '50', 'HIT')
('C', '0', '2', 'R', '75', 'UP')
('C', '0', '2', 'R', '75', 'LEFT')
('C', '0', '2', 'R', '75', 'DOWN')
('C', '0', '2', 'R', '75', 'RIGHT')
('C', '0', '2', 'R', '75', 'STAY')
('C', '0', '2', 'R', '75', 'SHOOT')
('C', '0', '2', 'R', '75', 'HIT')
('C', '0', '2', 'R', '100', 'UP')
('C', '0', '2', 'R', '100', 'LEFT')
('C', '0', '2', 'R', '100', 'DOWN')
('C', '0', '2', 'R', '100', 'RIGHT')
('C', '0', '2', 'R', '100', 'STAY')
('C', '0', '2', 'R', '100', 'SHOOT')
('C', '0', '2', 'R', '100', 'HIT')
('C', '0', '3', 'D', '0', 'NONE')
('C', '0', '3', 'D', '25', 'UP')
('C', '0', '3', 'D', '25', 'LEFT')
('C', '0', '3', 'D', '25', 'DOWN')
('C', '0', '3', 'D', '25', 'RIGHT')
('C', '0', '3', 'D', '25', 'STAY')
('C', '0', '3', 'D', '25', 'SHOOT')
('C', '0', '3', 'D', '25', 'HIT')
('C', '0', '3', 'D', '50', 'UP')
('C', '0', '3', 'D', '50', 'LEFT')
('C', '0', '3', 'D', '50', 'DOWN')
('C', '0', '3', 'D', '50', 'RIGHT')
('C', '0', '3', 'D', '50', 'STAY')
('C', '0', '3', 'D', '50', 'SHOOT')
('C', '0', '3', 'D', '50', 'HIT')
('C', '0', '3', 'D', '75', 'UP')
('C', '0', '3', 'D', '75', 'LEFT')
('C', '0', '3', 'D', '75', 'DOWN')
('C', '0', '3', 'D', '75', 'RIGHT')
('C', '0', '3', 'D', '75', 'STAY')
('C', '0', '3', 'D', '75', 'SHOOT')
('C', '0', '3', 'D', '75', 'HIT')
('C', '0', '3', 'D', '100', 'UP')
('C', '0', '3', 'D', '100', 'LEFT')
('C', '0', '3', 'D', '100', 'DOWN')
('C', '0', '3', 'D', '100', 'RIGHT')
('C', '0', '3', 'D', '100', 'STAY')
('C', '0', '3', 'D', '100', 'SHOOT')
('C', '0', '3', 'D', '100', 'HIT')
('C', '0', '3', 'R', '0', 'NONE')
('C', '0', '3', 'R', '25', 'UP')
('C', '0', '3', 'R', '25', 'LEFT')
('C', '0', '3', 'R', '25', 'DOWN')
('C', '0', '3', 'R', '25', 'RIGHT')
('C', '0', '3', 'R', '25', 'STAY')
('C', '0', '3', 'R', '25', 'SHOOT')
('C', '0', '3', 'R', '25', 'HIT')
('C', '0', '3', 'R', '50', 'UP')
('C', '0', '3', 'R', '50', 'LEFT')
('C', '0', '3', 'R', '50', 'DOWN')
('C', '0', '3', 'R', '50', 'RIGHT')
('C', '0', '3', 'R', '50', 'STAY')
('C', '0', '3', 'R', '50', 'SHOOT')
('C', '0', '3', 'R', '50', 'HIT')
('C', '0', '3', 'R', '75', 'UP')
('C', '0', '3', 'R', '75', 'LEFT')
('C', '0', '3', 'R', '75', 'DOWN')
('C', '0', '3', 'R', '75', 'RIGHT')
('C', '0', '3', 'R', '75', 'STAY')
('C', '0', '3', 'R', '75', 'SHOOT')
('C', '0', '3', 'R', '75', 'HIT')
('C', '0', '3', 'R', '100', 'UP')
('C', '0', '3', 'R', '100', 'LEFT')
('C', '0', '3', 'R', '100', 'DOWN')
('C', '0', '3', 'R', '100', 'RIGHT')
('C', '0', '3', 'R', '100', 'STAY')
('C', '0', '3', 'R', '100', 'SHOOT')
('C', '0', '3', 'R', '100', 'HIT')
('C', '1', '0', 'D', '0', 'NONE')
('C', '1', '0', 'D', '25', 'UP')
('C', '1', '0', 'D', '25', 'LEFT')
('C', '1', '0', 'D', '25', 'DOWN')
('C', '1', '0', 'D', '25', 'RIGHT')
('C', '1', '0', 'D', '25', 'STAY')
('C', '1', '0', 'D', '25', 'HIT')
('C', '1', '0', 'D', '50', 'UP')
('C', '1', '0', 'D', '50', 'LEFT')
('C', '1', '0', 'D', '50', 'DOWN')
('C', '1', '0', 'D', '50', 'RIGHT')
('C', '1', '0', 'D', '50', 'STAY')
('C', '1', '0', 'D', '50', 'HIT')
('C', '1', '0', 'D', '75', 'UP')
('C', '1', '0', 'D', '75', 'LEFT')
('C', '1', '0', 'D', '75', 'DOWN')
('C', '1', '0', 'D', '75', 'RIGHT')
('C', '1', '0', 'D', '75', 'STAY')
('C', '1', '0', 'D', '75', 'HIT')
('C', '1', '0', 'D', '100', 'UP')
('C', '1', '0', 'D', '100', 'LEFT')
('C', '1', '0', 'D', '100', 'DOWN')
('C', '1', '0', 'D', '100', 'RIGHT')
('C', '1', '0', 'D', '100', 'STAY')
('C', '1', '0', 'D', '100', 'HIT')
('C', '1', '0', 'R', '0', 'NONE')
('C', '1', '0', 'R', '25', 'UP')
('C', '1', '0', 'R', '25', 'LEFT')
('C', '1', '0', 'R', '25', 'DOWN')
('C', '1', '0', 'R', '25', 'RIGHT')
('C', '1', '0', 'R', '25', 'STAY')
('C', '1', '0', 'R', '25', 'HIT')
('C', '1', '0', 'R', '50', 'UP')
('C', '1', '0', 'R', '50', 'LEFT')
('C', '1', '0', 'R', '50', 'DOWN')
('C', '1', '0', 'R', '50', 'RIGHT')
('C', '1', '0', 'R', '50', 'STAY')
('C', '1', '0', 'R', '50', 'HIT')
('C', '1', '0', 'R', '75', 'UP')
('C', '1', '0', 'R', '75', 'LEFT')
('C', '1', '0', 'R', '75', 'DOWN')
('C', '1', '0', 'R', '75', 'RIGHT')
('C', '1', '0', 'R', '75', 'STAY')
('C', '1', '0', 'R', '75', 'HIT')
('C', '1', '0', 'R', '100', 'UP')
('C', '1', '0', 'R', '100', 'LEFT')
('C', '1', '0', 'R', '100', 'DOWN')
('C', '1', '0', 'R', '100', 'RIGHT')
('C', '1', '0', 'R', '100', 'STAY')
('C', '1', '0', 'R', '100', 'HIT')
('C', '1', '1', 'D', '0', 'NONE')
('C', '1', '1', 'D', '25', 'UP')
('C', '1', '1', 'D', '25', 'LEFT')
('C', '1', '1', 'D', '25', 'DOWN')
('C', '1', '1', 'D', '25', 'RIGHT')
('C', '1', '1', 'D', '25', 'STAY')
('C', '1', '1', 'D', '25', 'SHOOT')
('C', '1', '1', 'D', '25', 'HIT')
('C', '1', '1', 'D', '50', 'UP')
('C', '1', '1', 'D', '50', 'LEFT')
('C', '1', '1', 'D', '50', 'DOWN')
('C', '1', '1', 'D', '50', 'RIGHT')
('C', '1', '1', 'D', '50', 'STAY')
('C', '1', '1', 'D', '50', 'SHOOT')
('C', '1', '1', 'D', '50', 'HIT')
('C', '1', '1', 'D', '75', 'UP')
('C', '1', '1', 'D', '75', 'LEFT')
('C', '1', '1', 'D', '75', 'DOWN')
('C', '1', '1', 'D', '75', 'RIGHT')
('C', '1', '1', 'D', '75', 'STAY')
('C', '1', '1', 'D', '75', 'SHOOT')
('C', '1', '1', 'D', '75', 'HIT')
('C', '1', '1', 'D', '100', 'UP')
('C', '1', '1', 'D', '100', 'LEFT')
('C', '1', '1', 'D', '100', 'DOWN')
('C', '1', '1', 'D', '100', 'RIGHT')
('C', '1', '1', 'D', '100', 'STAY')
('C', '1', '1', 'D', '100', 'SHOOT')
('C', '1', '1', 'D', '100', 'HIT')
('C', '1', '1', 'R', '0', 'NONE')
('C', '1', '1', 'R', '25', 'UP')
('C', '1', '1', 'R', '25', 'LEFT')
('C', '1', '1', 'R', '25', 'DOWN')
('C', '1', '1', 'R', '25', 'RIGHT')
('C', '1', '1', 'R', '25', 'STAY')
('C', '1', '1', 'R', '25', 'SHOOT')
('C', '1', '1', 'R', '25', 'HIT')
('C', '1', '1', 'R', '50', 'UP')
('C', '1', '1', 'R', '50', 'LEFT')
('C', '1', '1', 'R', '50', 'DOWN')
('C', '1', '1', 'R', '50', 'RIGHT')
('C', '1', '1', 'R', '50', 'STAY')
('C', '1', '1', 'R', '50', 'SHOOT')
('C', '1', '1', 'R', '50', 'HIT')
('C', '1', '1', 'R', '75', 'UP')
('C', '1', '1', 'R', '75', 'LEFT')
('C', '1', '1', 'R', '75', 'DOWN')
('C', '1', '1', 'R', '75', 'RIGHT')
('C', '1', '1', 'R', '75', 'STAY')
('C', '1', '1', 'R', '75', 'SHOOT')
('C', '1', '1', 'R', '75', 'HIT')
('C', '1', '1', 'R', '100', 'UP')
('C', '1', '1', 'R', '100', 'LEFT')
('C', '1', '1', 'R', '100', 'DOWN')
('C', '1', '1', 'R', '100', 'RIGHT')
('C', '1', '1', 'R', '100', 'STAY')
('C', '1', '1', 'R', '100', 'SHOOT')
('C', '1', '1', 'R', '100', 'HIT')
('C', '1', '2', 'D', '0', 'NONE')
('C', '1', '2', 'D', '25', 'UP')
('C', '1', '2', 'D', '25', 'LEFT')
('C', '1', '2', 'D', '25', 'DOWN')
('C', '1', '2', 'D', '25', 'RIGHT')
('C', '1', '2', 'D', '25', 'STAY')
('C', '1', '2', 'D', '25', 'SHOOT')
('C', '1', '2', 'D', '25', 'HIT')
('C', '1', '2', 'D', '50', 'UP')
('C', '1', '2', 'D', '50', 'LEFT')
('C', '1', '2', 'D', '50', 'DOWN')
('C', '1', '2', 'D', '50', 'RIGHT')
('C', '1', '2', 'D', '50', 'STAY')
('C', '1', '2', 'D', '50', 'SHOOT')
('C', '1', '2', 'D', '50', 'HIT')
('C', '1', '2', 'D', '75', 'UP')
('C', '1', '2', 'D', '75', 'LEFT')
('C', '1', '2', 'D', '75', 'DOWN')
('C', '1', '2', 'D', '75', 'RIGHT')
('C', '1', '2', 'D', '75', 'STAY')
('C', '1', '2', 'D', '75', 'SHOOT')
('C', '1', '2', 'D', '75', 'HIT')
('C', '1', '2', 'D', '100', 'UP')
('C', '1', '2', 'D', '100', 'LEFT')
('C', '1', '2', 'D', '100', 'DOWN')
('C', '1', '2', 'D', '100', 'RIGHT')
('C', '1', '2', 'D', '100', 'STAY')
('C', '1', '2', 'D', '100', 'SHOOT')
('C', '1', '2', 'D', '100', 'HIT')
('C', '1', '2', 'R', '0', 'NONE')
('C', '1', '2', 'R', '25', 'UP')
('C', '1', '2', 'R', '25', 'LEFT')
('C', '1', '2', 'R', '25', 'DOWN')
('C', '1', '2', 'R', '25', 'RIGHT')
('C', '1', '2', 'R', '25', 'STAY')
('C', '1', '2', 'R', '25', 'SHOOT')
('C', '1', '2', 'R', '25', 'HIT')
('C', '1', '2', 'R', '50', 'UP')
('C', '1', '2', 'R', '50', 'LEFT')
('C', '1', '2', 'R', '50', 'DOWN')
('C', '1', '2', 'R', '50', 'RIGHT')
('C', '1', '2', 'R', '50', 'STAY')
('C', '1', '2', 'R', '50', 'SHOOT')
('C', '1', '2', 'R', '50', 'HIT')
('C', '1', '2', 'R', '75', 'UP')
('C', '1', '2', 'R', '75', 'LEFT')
('C', '1', '2', 'R', '75', 'DOWN')
('C', '1', '2', 'R', '75', 'RIGHT')
('C', '1', '2', 'R', '75', 'STAY')
('C', '1', '2', 'R', '75', 'SHOOT')
('C', '1', '2', 'R', '75', 'HIT')
('C', '1', '2', 'R', '100', 'UP')
('C', '1', '2', 'R', '100', 'LEFT')
('C', '1', '2', 'R', '100', 'DOWN')
('C', '1', '2', 'R', '100', 'RIGHT')
('C', '1', '2', 'R', '100', 'STAY')
('C', '1', '2', 'R', '100', 'SHOOT')
('C', '1', '2', 'R', '100', 'HIT')
('C', '1', '3', 'D', '0', 'NONE')
('C', '1', '3', 'D', '25', 'UP')
('C', '1', '3', 'D', '25', 'LEFT')
('C', '1', '3', 'D', '25', 'DOWN')
('C', '1', '3', 'D', '25', 'RIGHT')
('C', '1', '3', 'D', '25', 'STAY')
('C', '1', '3', 'D', '25', 'SHOOT')
('C', '1', '3', 'D', '25', 'HIT')
('C', '1', '3', 'D', '50', 'UP')
('C', '1', '3', 'D', '50', 'LEFT')
('C', '1', '3', 'D', '50', 'DOWN')
('C', '1', '3', 'D', '50', 'RIGHT')
('C', '1', '3', 'D', '50', 'STAY')
('C', '1', '3', 'D', '50', 'SHOOT')
('C', '1', '3', 'D', '50', 'HIT')
('C', '1', '3', 'D', '75', 'UP')
('C', '1', '3', 'D', '75', 'LEFT')
('C', '1', '3', 'D', '75', 'DOWN')
('C', '1', '3', 'D', '75', 'RIGHT')
('C', '1', '3', 'D', '75', 'STAY')
('C', '1', '3', 'D', '75', 'SHOOT')
('C', '1', '3', 'D', '75', 'HIT')
('C', '1', '3', 'D', '100', 'UP')
('C', '1', '3', 'D', '100', 'LEFT')
('C', '1', '3', 'D', '100', 'DOWN')
('C', '1', '3', 'D', '100', 'RIGHT')
('C', '1', '3', 'D', '100', 'STAY')
('C', '1', '3', 'D', '100', 'SHOOT')
('C', '1', '3', 'D', '100', 'HIT')
('C', '1', '3', 'R', '0', 'NONE')
('C', '1', '3', 'R', '25', 'UP')
('C', '1', '3', 'R', '25', 'LEFT')
('C', '1', '3', 'R', '25', 'DOWN')
('C', '1', '3', 'R', '25', 'RIGHT')
('C', '1', '3', 'R', '25', 'STAY')
('C', '1', '3', 'R', '25', 'SHOOT')
('C', '1', '3', 'R', '25', 'HIT')
('C', '1', '3', 'R', '50', 'UP')
('C', '1', '3', 'R', '50', 'LEFT')
('C', '1', '3', 'R', '50', 'DOWN')
('C', '1', '3', 'R', '50', 'RIGHT')
('C', '1', '3', 'R', '50', 'STAY')
('C', '1', '3', 'R', '50', 'SHOOT')
('C', '1', '3', 'R', '50', 'HIT')
('C', '1', '3', 'R', '75', 'UP')
('C', '1', '3', 'R', '75', 'LEFT')
('C', '1', '3', 'R', '75', 'DOWN')
('C', '1', '3', 'R', '75', 'RIGHT')
('C', '1', '3', 'R', '75', 'STAY')
('C', '1', '3', 'R', '75', 'SHOOT')
('C', '1', '3', 'R', '75', 'HIT')
('C', '1', '3', 'R', '100', 'UP')
('C', '1', '3', 'R', '100', 'LEFT')
('C', '1', '3', 'R', '100', 'DOWN')
('C', '1', '3', 'R', '100', 'RIGHT')
('C', '1', '3', 'R', '100', 'STAY')
('C', '1', '3', 'R', '100', 'SHOOT')
('C', '1', '3', 'R', '100', 'HIT')
('C', '2', '0', 'D', '0', 'NONE')
('C', '2', '0', 'D', '25', 'UP')
('C', '2', '0', 'D', '25', 'LEFT')
('C', '2', '0', 'D', '25', 'DOWN')
('C', '2', '0', 'D', '25', 'RIGHT')
('C', '2', '0', 'D', '25', 'STAY')
('C', '2', '0', 'D', '25', 'HIT')
('C', '2', '0', 'D', '50', 'UP')
('C', '2', '0', 'D', '50', 'LEFT')
('C', '2', '0', 'D', '50', 'DOWN')
('C', '2', '0', 'D', '50', 'RIGHT')
('C', '2', '0', 'D', '50', 'STAY')
('C', '2', '0', 'D', '50', 'HIT')
('C', '2', '0', 'D', '75', 'UP')
('C', '2', '0', 'D', '75', 'LEFT')
('C', '2', '0', 'D', '75', 'DOWN')
('C', '2', '0', 'D', '75', 'RIGHT')
('C', '2', '0', 'D', '75', 'STAY')
('C', '2', '0', 'D', '75', 'HIT')
('C', '2', '0', 'D', '100', 'UP')
('C', '2', '0', 'D', '100', 'LEFT')
('C', '2', '0', 'D', '100', 'DOWN')
('C', '2', '0', 'D', '100', 'RIGHT')
('C', '2', '0', 'D', '100', 'STAY')
('C', '2', '0', 'D', '100', 'HIT')
('C', '2', '0', 'R', '0', 'NONE')
('C', '2', '0', 'R', '25', 'UP')
('C', '2', '0', 'R', '25', 'LEFT')
('C', '2', '0', 'R', '25', 'DOWN')
('C', '2', '0', 'R', '25', 'RIGHT')
('C', '2', '0', 'R', '25', 'STAY')
('C', '2', '0', 'R', '25', 'HIT')
('C', '2', '0', 'R', '50', 'UP')
('C', '2', '0', 'R', '50', 'LEFT')
('C', '2', '0', 'R', '50', 'DOWN')
('C', '2', '0', 'R', '50', 'RIGHT')
('C', '2', '0', 'R', '50', 'STAY')
('C', '2', '0', 'R', '50', 'HIT')
('C', '2', '0', 'R', '75', 'UP')
('C', '2', '0', 'R', '75', 'LEFT')
('C', '2', '0', 'R', '75', 'DOWN')
('C', '2', '0', 'R', '75', 'RIGHT')
('C', '2', '0', 'R', '75', 'STAY')
('C', '2', '0', 'R', '75', 'HIT')
('C', '2', '0', 'R', '100', 'UP')
('C', '2', '0', 'R', '100', 'LEFT')
('C', '2', '0', 'R', '100', 'DOWN')
('C', '2', '0', 'R', '100', 'RIGHT')
('C', '2', '0', 'R', '100', 'STAY')
('C', '2', '0', 'R', '100', 'HIT')
('C', '2', '1', 'D', '0', 'NONE')
('C', '2', '1', 'D', '25', 'UP')
('C', '2', '1', 'D', '25', 'LEFT')
('C', '2', '1', 'D', '25', 'DOWN')
('C', '2', '1', 'D', '25', 'RIGHT')
('C', '2', '1', 'D', '25', 'STAY')
('C', '2', '1', 'D', '25', 'SHOOT')
('C', '2', '1', 'D', '25', 'HIT')
('C', '2', '1', 'D', '50', 'UP')
('C', '2', '1', 'D', '50', 'LEFT')
('C', '2', '1', 'D', '50', 'DOWN')
